Site,Plot,Area Sampled (m2),Species,BD_cm,Stem Bio (g dry wt),Branch Bio (g dry wt),New Growth Bio (g dry wt),Tot Bio CALC ALLOM (g dry wt),Tot Bio SUM COMP (g dry wt),Stem Bio (g C m-2),Branch Bio (g C m-2),New Growth Bio (g C m-2),Tot Bio CALC ALLOM (g C m-2),Tot Bio SUM COMP (g C m-2)
S23,1,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
S23,1,5,Betula,0.87,12.58,3.26,3.25,18.58,19.08,1.18,0.31,0.31,1.75,1.79
S23,1,5,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.30,0.03,0.07,0.32,0.41
S23,1,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
S23,1,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
S23,1,5,Betula,0.9,13.62,3.74,3.53,20.55,20.89,1.28,0.35,0.33,1.93,1.96
S23,1,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
S23,1,5,Betula,0.16,0.23,0.00,0.05,0.12,0.29,0.02,0.00,0.00,0.01,0.03
S23,1,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
S23,1,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
S23,1,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
S23,1,5,Betula,0.91,13.98,3.91,3.63,21.24,21.52,1.31,0.37,0.34,2.00,2.02
S23,1,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
S23,1,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
S23,1,5,Betula,0.17,0.27,0.00,0.06,0.15,0.33,0.03,0.00,0.01,0.01,0.03
S23,1,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
S23,1,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
S23,1,5,Betula,0.59,5.03,0.67,1.25,5.86,6.96,0.47,0.06,0.12,0.55,0.65
S23,1,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,1,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,1,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
S23,1,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,1,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,1,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,1,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
S23,1,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
S23,1,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,1,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
S23,1,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,1,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
S23,1,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
S23,1,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,1,5,Betula,1.06,20.05,7.26,5.27,33.41,32.58,1.88,0.68,0.50,3.14,3.06
S23,1,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,1,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
S23,1,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,1,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,1,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,1,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,1,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
S23,1,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
S23,1,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
S23,1,5,Betula,0.87,12.58,3.26,3.25,18.58,19.08,1.18,0.31,0.31,1.75,1.79
S23,1,5,Betula,0.87,12.58,3.26,3.25,18.58,19.08,1.18,0.31,0.31,1.75,1.79
S23,2,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,2,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,2,5,Betula,0.08,0.05,0.00,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.01
S23,2,5,Betula,0.05,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
S23,2,5,Betula,0.09,0.06,0.00,0.01,0.02,0.07,0.01,0.00,0.00,0.00,0.01
S23,2,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,2,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,2,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,2,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
S23,2,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,2,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,2,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,2,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,2,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
S23,2,5,Betula,0.88,12.92,3.41,3.34,19.22,19.67,1.21,0.32,0.31,1.81,1.85
S23,2,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
S23,2,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
S23,2,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
S23,2,5,Betula,0.72,8.05,1.51,2.04,10.59,11.60,0.76,0.14,0.19,1.00,1.09
S23,2,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
S23,2,5,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.71,0.13,0.18,0.92,1.01
S23,2,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
S23,2,5,Betula,0.16,0.23,0.00,0.05,0.12,0.29,0.02,0.00,0.00,0.01,0.03
S23,2,5,Betula,1.54,48.40,33.07,13.16,101.31,94.64,4.55,3.11,1.24,9.52,8.90
S23,2,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
S23,2,5,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.37,0.04,0.09,0.40,0.50
S23,2,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
S23,2,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,2,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,2,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
S23,2,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,2,5,Betula,0.41,2.13,0.15,0.51,1.99,2.80,0.20,0.01,0.05,0.19,0.26
S23,2,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
S23,2,5,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.97,0.22,0.25,1.36,1.44
S23,2,5,Betula,0.63,5.87,0.88,1.47,7.12,8.22,0.55,0.08,0.14,0.67,0.77
S23,2,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
S23,2,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,2,5,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.12,0.01,0.03,0.10,0.15
S23,2,5,Betula,0.43,2.38,0.19,0.58,2.29,3.15,0.22,0.02,0.05,0.22,0.30
S23,2,5,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.30,0.03,0.07,0.32,0.41
S23,2,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
S23,2,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
S23,2,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
S23,2,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
S23,2,5,Betula,0.11,0.10,0.00,0.02,0.04,0.12,0.01,0.00,0.00,0.00,0.01
S23,2,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
S23,2,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
S23,2,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
S23,2,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
S23,2,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
S23,2,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
S23,2,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
S23,2,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
S23,2,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,2,5,Betula,0.43,2.38,0.19,0.58,2.29,3.15,0.22,0.02,0.05,0.22,0.30
S23,2,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,2,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
S23,2,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
S23,2,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
S23,2,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
S23,2,5,Betula,0.41,2.13,0.15,0.51,1.99,2.80,0.20,0.01,0.05,0.19,0.26
S23,2,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,2,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
S23,2,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
S23,2,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
S23,2,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
S23,2,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
S23,2,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
S23,2,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
S23,2,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
S23,2,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,2,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
S23,2,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
S23,2,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
S23,2,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
S23,2,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
S23,2,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
S23,2,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,2,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
S23,2,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
S23,2,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
S23,2,5,Betula,0.63,5.87,0.88,1.47,7.12,8.22,0.55,0.08,0.14,0.67,0.77
S23,2,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,2,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
S23,2,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
S23,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
S23,3,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
S23,3,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
S23,3,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
S23,3,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,3,5,Betula,0.08,0.05,0.00,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.01
S23,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,3,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
S23,3,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
S23,3,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
S23,3,5,Betula,0.11,0.10,0.00,0.02,0.04,0.12,0.01,0.00,0.00,0.00,0.01
S23,3,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
S23,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
S23,3,5,Betula,1.26,30.14,14.64,8.05,55.82,52.84,2.83,1.38,0.76,5.25,4.97
S23,3,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
S23,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
S23,3,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
S23,3,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
S23,3,5,Betula,0.08,0.05,0.00,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.01
S23,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
S23,3,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
S23,3,5,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.97,0.22,0.25,1.36,1.44
S23,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
S23,3,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
S23,3,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
S23,3,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
S23,3,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
S23,3,5,Betula,0.72,8.05,1.51,2.04,10.59,11.60,0.76,0.14,0.19,1.00,1.09
S23,3,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
S23,3,5,Betula,0.78,9.72,2.09,2.49,13.43,14.30,0.91,0.20,0.23,1.26,1.34
S23,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
S23,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
S23,3,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
S23,3,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
S23,3,5,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.57,0.09,0.14,0.70,0.80
S23,3,5,Betula,0.57,4.64,0.58,1.15,5.29,6.37,0.44,0.05,0.11,0.50,0.60
S23,3,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
S23,3,5,Betula,0.89,13.27,3.57,3.43,19.88,20.27,1.25,0.34,0.32,1.87,1.91
S23,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,3,5,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.71,0.13,0.18,0.92,1.01
S23,3,5,Betula,0.37,1.67,0.10,0.40,1.47,2.17,0.16,0.01,0.04,0.14,0.20
S23,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
S23,3,5,Betula,0.84,11.58,2.82,2.98,16.74,17.38,1.09,0.27,0.28,1.57,1.63
S23,3,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,3,5,Betula,0.19,0.35,0.01,0.08,0.20,0.43,0.03,0.00,0.01,0.02,0.04
S23,3,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
S23,3,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,3,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
S23,3,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,3,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
S23,3,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
S23,3,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
S23,3,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,3,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
S23,3,5,Betula,0.84,11.58,2.82,2.98,16.74,17.38,1.09,0.27,0.28,1.57,1.63
S23,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
S23,3,5,Betula,0.41,2.13,0.15,0.51,1.99,2.80,0.20,0.01,0.05,0.19,0.26
S23,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
S23,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,3,5,Betula,0.05,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
S23,3,5,Betula,0.05,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
S23,3,5,Betula,0.14,0.17,0.00,0.04,0.08,0.21,0.02,0.00,0.00,0.01,0.02
S23,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
S23,3,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
S23,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,3,5,Betula,0.1,0.08,0.00,0.02,0.03,0.09,0.01,0.00,0.00,0.00,0.01
S23,3,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
HBR,1,20,Salix,0.41,1.30,0.23,0.45,1.89,1.98,0.03,0.01,0.01,0.04,0.05
HBR,1,20,Salix,0.41,1.30,0.23,0.45,1.89,1.98,0.03,0.01,0.01,0.04,0.05
HBR,1,20,Salix,0.21,0.19,0.03,0.10,0.28,0.33,0.00,0.00,0.00,0.01,0.01
HBR,1,20,Salix,0.15,0.07,0.01,0.05,0.11,0.13,0.00,0.00,0.00,0.00,0.00
HBR,1,20,Salix,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HBR,1,20,Salix,0.12,0.04,0.01,0.03,0.06,0.08,0.00,0.00,0.00,0.00,0.00
HBR,1,20,Salix,0.35,0.83,0.14,0.32,1.21,1.29,0.02,0.00,0.01,0.03,0.03
HBR,1,20,Salix,0.15,0.07,0.01,0.05,0.11,0.13,0.00,0.00,0.00,0.00,0.00
HBR,3,20,Salix,1.48,50.53,11.82,7.31,71.36,69.65,1.19,0.28,0.17,1.68,1.64
HBR,3,20,Salix,0.65,4.84,0.95,1.22,6.95,7.01,0.11,0.02,0.03,0.16,0.16
HBR,3,20,Salix,0.6,3.85,0.75,1.02,5.54,5.62,0.09,0.02,0.02,0.13,0.13
HBR,3,20,Salix,0.45,1.70,0.31,0.55,2.46,2.55,0.04,0.01,0.01,0.06,0.06
HBR,3,20,Salix,0.33,0.70,0.12,0.28,1.02,1.10,0.02,0.00,0.01,0.02,0.03
LBR,1,10,Salix,0.75,7.28,1.48,1.66,10.42,10.42,0.34,0.07,0.08,0.49,0.49
LBR,1,10,Salix,0.1,0.02,0.00,0.02,0.03,0.05,0.00,0.00,0.00,0.00,0.00
LBR,1,10,Salix,1.18,26.49,5.91,4.46,37.59,36.86,1.25,0.28,0.21,1.77,1.73
LBR,1,10,Salix,0.24,0.28,0.05,0.14,0.41,0.47,0.01,0.00,0.01,0.02,0.02
LBR,2,10,Salix,1.15,24.62,5.46,4.22,34.95,34.30,1.16,0.26,0.20,1.64,1.61
LBR,2,10,Salix,0.89,11.86,2.49,2.41,16.92,16.76,0.56,0.12,0.11,0.80,0.79
LBR,2,10,Salix,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
LBR,2,10,Salix,0.26,0.36,0.06,0.16,0.52,0.58,0.02,0.00,0.01,0.02,0.03
LBR,2,10,Salix,0.58,3.50,0.67,0.95,5.04,5.12,0.16,0.03,0.04,0.24,0.24
LBR,2,10,Salix,0.29,0.49,0.08,0.21,0.71,0.78,0.02,0.00,0.01,0.03,0.04
LBR,2,10,Salix,0.49,2.16,0.40,0.66,3.13,3.22,0.10,0.02,0.03,0.15,0.15
LBR,2,10,Salix,0.86,10.75,2.24,2.24,15.36,15.24,0.51,0.11,0.11,0.72,0.72
LBR,2,10,Salix,0.27,0.40,0.06,0.18,0.58,0.64,0.02,0.00,0.01,0.03,0.03
LBR,2,10,Salix,0.55,3.01,0.57,0.84,4.33,4.42,0.14,0.03,0.04,0.20,0.21
LBR,2,10,Salix,0.84,10.06,2.09,2.13,14.37,14.27,0.47,0.10,0.10,0.68,0.67
LBR,2,10,Salix,1.04,18.48,4.01,3.39,26.29,25.89,0.87,0.19,0.16,1.24,1.22
LBR,2,10,Salix,0.5,2.29,0.43,0.69,3.31,3.41,0.11,0.02,0.03,0.16,0.16
LBR,2,10,Salix,0.75,7.28,1.48,1.66,10.42,10.42,0.34,0.07,0.08,0.49,0.49
LBR,2,10,Salix,0.45,1.70,0.31,0.55,2.46,2.55,0.08,0.01,0.03,0.12,0.12
LBR,2,10,Salix,0.54,2.85,0.54,0.81,4.11,4.21,0.13,0.03,0.04,0.19,0.20
LBR,2,10,Salix,1.1,21.69,4.77,3.83,30.82,30.28,1.02,0.22,0.18,1.45,1.42
LBR,2,10,Salix,1.21,28.46,6.38,4.71,40.36,39.55,1.34,0.30,0.22,1.90,1.86
LBR,2,10,Salix,0.81,9.07,1.87,1.96,12.96,12.90,0.43,0.09,0.09,0.61,0.61
LBR,2,10,Salix,0.27,0.40,0.06,0.18,0.58,0.64,0.02,0.00,0.01,0.03,0.03
LBR,2,10,Salix,0.11,0.03,0.00,0.03,0.05,0.06,0.00,0.00,0.00,0.00,0.00
LBR,2,10,Salix,0.27,0.40,0.06,0.18,0.58,0.64,0.02,0.00,0.01,0.03,0.03
LBR,2,10,Salix,0.35,0.83,0.14,0.32,1.21,1.29,0.04,0.01,0.01,0.06,0.06
LBR,2,10,Salix,0.11,0.03,0.00,0.03,0.05,0.06,0.00,0.00,0.00,0.00,0.00
LBR,3,10,Salix,0.23,0.25,0.04,0.13,0.37,0.42,0.01,0.00,0.01,0.02,0.02
LBR,3,10,Salix,0.58,3.50,0.67,0.95,5.04,5.12,0.16,0.03,0.04,0.24,0.24
LBR,3,10,Salix,0.54,2.85,0.54,0.81,4.11,4.21,0.13,0.03,0.04,0.19,0.20
LBR,3,10,Salix,0.39,1.13,0.20,0.40,1.64,1.73,0.05,0.01,0.02,0.08,0.08
LBR,3,10,Salix,0.91,12.63,2.67,2.53,18.02,17.83,0.59,0.13,0.12,0.85,0.84
LBR,3,10,Salix,0.9,12.24,2.58,2.47,17.46,17.29,0.58,0.12,0.12,0.82,0.81
LBR,3,10,Salix,0.28,0.44,0.07,0.19,0.64,0.71,0.02,0.00,0.01,0.03,0.03
LBR,3,10,Salix,0.29,0.49,0.08,0.21,0.71,0.78,0.02,0.00,0.01,0.03,0.04
